symbol,bse_symbol,company_name,source
TAJGVK,TAJGVK,Taj GVK Hotels & Resorts Limited,historic_data_archive7
GULFPETRO,GULFPETRO,GP Petroleums Limited,historic_data_archive7
TCIEXP,TCIEXP,TCI Express Limited,historic_data_archive7
GTECJAINX,NAN,G-TEC JAINX EDUCATION LIMITED,historic_data_archive7
KAYA,KAYA,Kaya Limited,historic_data_archive7
NLCINDIA,NLCINDIA,NLC India Limited,historic_data_archive7
VASWANI,VASWANI,Vaswani Industries Limited,historic_data_archive7
OILCOUNTUB,OILCOUNTUB,Oil Country Tubular Limited,historic_data_archive7
DIAMINESQ,DIAMINESQ,Diamines & Chemicals Limited,historic_data_archive7
COFORGE,COFORGE,Coforge Limited,historic_data_archive7
ORIENTPPR,ORIENTPPR,Orient Paper & Industries Limited,historic_data_archive7
TTL,TTL,T T Limited,historic_data_archive7
FOCUS,NAN,Focus Lighting and Fixtures Limited,historic_data_archive7
BSL,BSL,BSL Limited,historic_data_archive7
THYROCARE,THYROCARE,Thyrocare Technologies Limited,historic_data_archive7
PTCIL,PTCIL,PTC Industries Limited,historic_data_archive7
HGM,HGM,HandsOn Global Management (HGM) Limited,historic_data_archive7
CAMS,CAMS,Computer Age Management Services Limited,historic_data_archive7
SHARDAMOTR,SHARDAMOTR,Sharda Motor Industries Limited,historic_data_archive7
SHALBY,SHALBY,Shalby Limited,historic_data_archive7
LOVABLE,LOVABLE,Lovable Lingerie Limited,historic_data_archive7
HISARMETAL,HISARMETAL,Hisar Metal Industries Limited,historic_data_archive7
ALGOQUANT,ALGOQUANT,Algoquant Fintech Limited,historic_data_archive7
JUSTDIAL,JUSTDIAL,Just Dial Limited,historic_data_archive7
PILITA,PILITA,PIL ITALICA LIFESTYLE LIMITED,historic_data_archive7
GALAXYSURF,GALAXYSURF,Galaxy Surfactants Limited,historic_data_archive7
LALPATHLAB,LALPATHLAB,Dr. Lal Path Labs Ltd.,historic_data_archive7
DYCL,DYCL,Dynamic Cables Limited,historic_data_archive7
PCBL,PCBL,PCBL Chemical Limited,historic_data_archive7
KITEX,KITEX,Kitex Garments Limited,historic_data_archive7
SENCO,SENCO,Senco Gold Limited,historic_data_archive7
PRAKASH,PRAKASH,Prakash Industries Limited,historic_data_archive7
PIIND,PIIND,PI Industries Limited,historic_data_archive7
AMJLAND,AMJLAND,Amj Land Holdings Limited,historic_data_archive7
EXCELSOFT,EXCELSOFT,Excelsoft Technologies Limited,historic_data_archive7
PRIMO,PRIMO,Primo Chemicals Limited,historic_data_archive7
ORIENTBELL,ORIENTBELL,Orient Bell Limited,historic_data_archive7
PSB,PSB,Punjab & Sind Bank,historic_data_archive7
ORIENTLTD,ORIENTLTD,Orient Press Limited,historic_data_archive7
GUJRAFFIA,GUJRAFFIA,Gujarat Raffia Industries Limited,historic_data_archive7
ARENTERP,ARENTERP,Rajdarshan Industries Limited,historic_data_archive7
KALYANI,NAN,Kalyani Commercials Limited,historic_data_archive7
RSWM,RSWM,RSWM Limited,historic_data_archive7
INDTERRAIN,INDTERRAIN,Indian Terrain Fashions Limited,historic_data_archive7
REPCOHOME,REPCOHOME,Repco Home Finance Limited,historic_data_archive7
RALLIS,RALLIS,Rallis India Limited,historic_data_archive7
ICDSLTD,ICDSLTD,ICDS Limited,historic_data_archive7
MCLOUD,MCLOUD,Magellanic Cloud Limited,historic_data_archive7
RAMCOIND,RAMCOIND,Ramco Industries Limited,historic_data_archive7
KTKBANK,KTKBANK,The Karnataka Bank Limited,historic_data_archive7
RPOWER,RPOWER,Reliance Power Limited,historic_data_archive7
TITAGARH,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,historic_data_archive7
GLOBUSSPR,GLOBUSSPR,Globus Spirits Limited,historic_data_archive7
QUESS,QUESS,Quess Corp Limited,historic_data_archive7
TRU,TRU,TruCap Finance Limited,historic_data_archive7
INOXINDIA,INOXINDIA,INOX India Limited,historic_data_archive7
YASHO,YASHO,Yasho Industries Limited,historic_data_archive7
SEMAC,SEMAC,Semac Construction Limited,historic_data_archive7
5PAISA,5PAISA,5Paisa Capital Limited,historic_data_archive7
BALAXI,NAN,BALAXI PHARMACEUTICALS LIMITED,historic_data_archive7
SGFIN,SGFIN,SG Finserve Limited,historic_data_archive7
PATANJALI,PATANJALI,Patanjali Foods Limited,historic_data_archive7
NEWGEN,NEWGEN,Newgen Software Technologies Limited,historic_data_archive7
A2ZINFRA,A2ZINFRA,A2Z Infra Engineering Limited,historic_data_archive7
RELIGARE,RELIGARE,Religare Enterprises Limited,historic_data_archive7
TEXRAIL,TEXRAIL,Texmaco Rail & Engineering Limited,historic_data_archive7
INDOFARM,INDOFARM,Indo Farm Equipment Limited,historic_data_archive7
ACMESOLAR,ACMESOLAR,Acme Solar Holdings Limited,historic_data_archive7
SAKHTISUG,SAKHTISUG,Sakthi Sugars Limited,historic_data_archive7
FEL,FEL,Future Enterprises Limited,historic_data_archive7
SOLARA,SOLARA,Solara Active Pharma Sciences Limited,historic_data_archive7
RANASUG,RANASUG,Rana Sugars Limited,historic_data_archive7
WELENT,WELENT,Welspun Enterprises Limited,historic_data_archive7
SILVERTUC,SILVERTUC,Silver Touch Technologies Limited,historic_data_archive7
SAURASHCEM,SAURASHCEM,Saurashtra Cement Limited,historic_data_archive7
HARDWYN,HARDWYN,Hardwyn India Limited,historic_data_archive7
CTE,CTE,Cambridge Technology Enterprises Limited,historic_data_archive7
UPL,UPL,UPL Limited,historic_data_archive7
BANSWRAS,BANSWRAS,Banswara Syntex Limited,historic_data_archive7
SESHAPAPER,SESHAPAPER,Seshasayee Paper and Boards Limited,historic_data_archive7
MEDICO,MEDICO,Medico Remedies Limited,historic_data_archive7
SHANTIGEAR,SHANTIGEAR,Shanthi Gears Limited,historic_data_archive7
VIDHIING,VIDHIING,Vidhi Specialty Food Ingredients Limited,historic_data_archive7
SHRENIK,NAN,Shrenik Limited,historic_data_archive7
POLYPLEX,POLYPLEX,Polyplex Corporation Limited,historic_data_archive7
HONDAPOWER,HONDAPOWER,Honda India Power Products Limited,historic_data_archive7
KNRCON,KNRCON,KNR Constructions Limited,historic_data_archive7
MANKIND,MANKIND,Mankind Pharma Limited,historic_data_archive7
SHYAMTEL,SHYAMTEL,Shyam Telecom Limited,historic_data_archive7
GULFOILLUB,GULFOILLUB,Gulf Oil Lubricants India Limited,historic_data_archive7
MAWANASUG,MAWANASUG,Mawana Sugars Limited,historic_data_archive7
POKARNA,POKARNA,Pokarna Limited,historic_data_archive7
SHIVAMAUTO,SHIVAMAUTO,Shivam Autotech Limited,historic_data_archive7
SINGERIND,SINGERIND,Singer India Limited,historic_data_archive7
SKFINDIA,SKFINDIA,SKF India Limited,historic_data_archive7
SHAHALLOYS,SHAHALLOYS,Shah Alloys Limited,historic_data_archive7
KAVDEFENCE,KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,historic_data_archive7
RUBFILA,RUBFILA,Rubfila International Limited,historic_data_archive7
HINDCON,NAN,Hindcon Chemicals Limited,historic_data_archive7
AKI,AKI,AKI India Limited,historic_data_archive7
JTEKTINDIA,JTEKTINDIA,Jtekt India Limited,historic_data_archive7
ARIHANTSUP,ARIHANTSUP,Arihant Superstructures Limited,historic_data_archive7
SHIVAMILLS,SHIVAMILLS,Shiva Mills Limited,historic_data_archive7
SUTLEJTEX,SUTLEJTEX,Sutlej Textiles and Industries Limited,historic_data_archive7
ROLEXRINGS,ROLEXRINGS,Rolex Rings Limited,historic_data_archive7
AIRAN,AIRAN,Airan Limited,historic_data_archive7
MEDICAMEQ,MEDICAMEQ,Medicamen Biotech Limited,historic_data_archive7
GROBTEA,NAN,The Grob Tea Company Limited,historic_data_archive7
CAPITALSFB,CAPITALSFB,Capital Small Finance Bank Limited,historic_data_archive7
INDIGO,INDIGO,InterGlobe Aviation Limited,historic_data_archive7
ASTRON,ASTRON,Astron Paper & Board Mill Limited,historic_data_archive7
SRF,SRF,SRF Limited,historic_data_archive7
ABFRL,ABFRL,Aditya Birla Fashion and Retail Limited,historic_data_archive7
CLEANMAX,CLEANMAX,Clean Max Enviro Energy Solutions Limited,historic_data_archive7
ACCURACY,ACCURACY,Accuracy Shipping Limited,historic_data_archive7
SECURKLOUD,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,historic_data_archive7
BROOKS,BROOKS,Brooks Laboratories Limited,historic_data_archive7
LAKPRE,LAKPRE,Lakshmi Precision Screws Limited,historic_data_archive7
CCHHL,CCHHL,Country Club Hospitality & Holidays Limited,historic_data_archive7
GANESHCP,GANESHCP,Ganesh Consumer Products Limited,historic_data_archive7
AVROIND,AVROIND,AVRO INDIA LIMITED,historic_data_archive7
STCINDIA,STCINDIA,The State Trading Corporation of India Limited,historic_data_archive7
BANARBEADS,BANARBEADS,Banaras Beads Limited,historic_data_archive7
SALSTEEL,SALSTEEL,S.A.L. Steel Limited,historic_data_archive7
WEALTH,WEALTH,Wealth First Portfolio Managers Limited,historic_data_archive7
SUDARSCHEM,SUDARSCHEM,Sudarshan Chemical Industries Limited,historic_data_archive7
SUNDARMFIN,SUNDARMFIN,Sundaram Finance Limited,historic_data_archive7
CENTRUM,CENTRUM,Centrum Capital Limited,historic_data_archive7
BGRENERGY,BGRENERGY,BGR Energy Systems Limited,historic_data_archive7
SUPERSPIN,SUPERSPIN,Super Spinning Mills Limited,historic_data_archive7
SPLPETRO,SPLPETRO,Supreme Petrochem Limited,historic_data_archive7
CONTROLPR,CONTROLPR,Control Print Limited,historic_data_archive7
NAUKRI,NAUKRI,Info Edge (India) Limited,historic_data_archive7
SWANCORP,SWANCORP,SWAN CORP LIMITED,historic_data_archive7
VMART,VMART,V-Mart Retail Limited,historic_data_archive7
VARROC,VARROC,Varroc Engineering Limited,historic_data_archive7
BORORENEW,BORORENEW,BOROSIL RENEWABLES LIMITED,historic_data_archive7
ACL,ACL,Andhra Cements Limited,historic_data_archive7
SAKSOFT,SAKSOFT,Saksoft Limited,historic_data_archive7
TMB,TMB,Tamilnad Mercantile Bank Limited,historic_data_archive7
DONEAR,DONEAR,Donear Industries Limited,historic_data_archive7
JYOTHYLAB,JYOTHYLAB,Jyothy Labs Limited,historic_data_archive7
ELDEHSG,ELDEHSG,Eldeco Housing And Industries Limited,historic_data_archive7
INFOMEDIA,INFOMEDIA,Infomedia Press Limited,historic_data_archive7
TECHM,TECHM,Tech Mahindra Limited,historic_data_archive7
IDEA,IDEA,Vodafone Idea Limited,historic_data_archive7
GEEKAYWIRE,NAN,Geekay Wires Limited,historic_data_archive7
TATAELXSI,TATAELXSI,Tata Elxsi Limited,historic_data_archive7
LODHA,LODHA,Lodha Developers Limited,historic_data_archive7
LASA,LASA,Lasa Supergenerics Limited,historic_data_archive7
HONAUT,HONAUT,Honeywell Automation India Limited,historic_data_archive7
SOBHA,SOBHA,Sobha Limited,historic_data_archive7
TATAINVEST,TATAINVEST,Tata Investment Corporation Limited,historic_data_archive7
MUNJALAU,MUNJALAU,Munjal Auto Industries Limited,historic_data_archive7
TBOTEK,TBOTEK,TBO Tek Limited,historic_data_archive7
ABCAPITAL,ABCAPITAL,Aditya Birla Capital Limited,historic_data_archive7
CIGNITITEC,CIGNITITEC,Cigniti Technologies Limited,historic_data_archive7
BBOX,BBOX,Black Box Limited,historic_data_archive7
MASTERTR,MASTERTR,Master Trust Limited,historic_data_archive7
CSBBANK,CSBBANK,CSB Bank Limited,historic_data_archive7
AVL,AVL,Aditya Vision Limited,historic_data_archive7
DHANBANK,DHANBANK,Dhanlaxmi Bank Limited,historic_data_archive7
AVG,AVG,AVG Logistics Limited,historic_data_archive7
INDRAMEDCO,INDRAMEDCO,Indraprastha Medical Corporation Limited,historic_data_archive7
KEYFINSERV,KEYFINSERV,Keynote Financial Services Limited,historic_data_archive7
JLHL,JLHL,Jupiter Life Line Hospitals Limited,historic_data_archive7
SOUTHBANK,SOUTHBANK,The South Indian Bank Limited,historic_data_archive7
MAITHANALL,MAITHANALL,Maithan Alloys Limited,historic_data_archive7
FSL,FSL,Firstsource Solutions Limited,historic_data_archive7
TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals Limited,historic_data_archive7
CEMPRO,CEMPRO,Cemindia Projects Limited,historic_data_archive7
UBL,UBL,United Breweries Limited,historic_data_archive7
FINEORG,FINEORG,Fine Organic Industries Limited,historic_data_archive7
TCI,TCI,Transport Corporation of India Limited,historic_data_archive7
RESPONIND,RESPONIND,Responsive Industries Limited,historic_data_archive7
EXCEL,EXCEL,Excel Realty N Infra Limited,historic_data_archive7
DANGEE,NAN,Dangee Dums Limited,historic_data_archive7
PRINCEPIPE,PRINCEPIPE,Prince Pipes And Fittings Limited,historic_data_archive7
TTKPRESTIG,TTKPRESTIG,TTK Prestige Limited,historic_data_archive7
UCOBANK,UCOBANK,UCO Bank,historic_data_archive7
IMPEXFERRO,IMPEXFERRO,Impex Ferro Tech Limited,historic_data_archive7
GANGAFORGE,NAN,Ganga Forging Limited,historic_data_archive7
UNIONBANK,UNIONBANK,Union Bank of India,historic_data_archive7
MURUDCERA,MURUDCERA,Murudeshwar Ceramics Limited,historic_data_archive7
XCHANGING,XCHANGING,Xchanging Solutions Limited,historic_data_archive7
AFFORDABLE,AFFORDABLE,Affordable Robotic & Automation Limited,historic_data_archive7
UNITECH,UNITECH,Unitech Limited,historic_data_archive7
VADILALIND,VADILALIND,Vadilal Industries Limited,historic_data_archive7
KANPRPLA,KANPRPLA,Kanpur Plastipack Limited,historic_data_archive7
HERANBA,HERANBA,Heranba Industries Limited,historic_data_archive7
COUNCODOS,COUNCODOS,Country Condo's Limited,historic_data_archive7
JUNIPER,JUNIPER,Juniper Hotels Limited,historic_data_archive7
PRAKASHSTL,PRAKASHSTL,Prakash Steelage Limited,historic_data_archive7
JAIPURKURT,NAN,Nandani Creation Limited,historic_data_archive7
PANSARI,NAN,Pansari Developers Limited,historic_data_archive7
SAMBHAAV,SAMBHAAV,Sambhaav Media Limited,historic_data_archive7
AWL,AWL,AWL Agri Business Limited,historic_data_archive7
JUBLPHARMA,JUBLPHARMA,Jubilant Pharmova Limited,historic_data_archive7
VHL,VHL,Vardhman Holdings Limited,historic_data_archive7
APLAPOLLO,APLAPOLLO,APL Apollo Tubes Limited,historic_data_archive7
RATNAMANI,RATNAMANI,Ratnamani Metals & Tubes Limited,historic_data_archive7
HUBTOWN,HUBTOWN,Hubtown Limited,historic_data_archive7
RACLGEAR,RACLGEAR,RACL Geartech Limited,historic_data_archive7
CINELINE,CINELINE,Cineline India Limited,historic_data_archive7
COCHINSHIP,COCHINSHIP,Cochin Shipyard Limited,historic_data_archive7
SHIVATEX,SHIVATEX,Shiva Texyarn Limited,historic_data_archive7
GOYALALUM,GOYALALUM,Goyal Aluminiums Limited,historic_data_archive7
VINDHYATEL,VINDHYATEL,Vindhya Telelinks Limited,historic_data_archive7
CAPTRUST,CAPTRUST,Capital Trust Limited,historic_data_archive7
VLSFINANCE,VLSFINANCE,VLS Finance Limited,historic_data_archive7
VSTIND,VSTIND,VST Industries Limited,historic_data_archive7
WALCHANNAG,WALCHANNAG,Walchandnagar Industries Limited,historic_data_archive7
SUPERHOUSE,SUPERHOUSE,Superhouse Limited,historic_data_archive7
SHREEPUSHK,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,historic_data_archive7
SURYALAXMI,SURYALAXMI,Suryalakshmi Cotton Mills Limited,historic_data_archive7
SURAJLTD,SURAJLTD,Suraj Limited,historic_data_archive7
APOLLO,APOLLO,Apollo Micro Systems Limited,historic_data_archive7
WHEELS,WHEELS,Wheels India Limited,historic_data_archive7
ANDHRSUGAR,ANDHRSUGAR,The Andhra Sugars Limited,historic_data_archive7
SHRADHA,NAN,Shradha Realty Limited,historic_data_archive7
WHIRLPOOL,WHIRLPOOL,Whirlpool of India Limited,historic_data_archive7
TIPSMUSIC,TIPSMUSIC,Tips Music Limited,historic_data_archive7
GANDHAR,GANDHAR,Gandhar Oil Refinery (India) Limited,historic_data_archive7
CSLFINANCE,CSLFINANCE,CSL Finance Limited,historic_data_archive7
AUTOIND,AUTOIND,Autoline Industries Limited,historic_data_archive7
JSWCEMENT,JSWCEMENT,JSW Cement Limited,historic_data_archive7
SHIVAUM,NAN,Shiv Aum Steels Limited,historic_data_archive7
KOTHARIPET,NAN,Kothari Petrochemicals Limited,historic_data_archive7
SHRIRAMFIN,SHRIRAMFIN,Shriram Finance Limited,historic_data_archive7
AARON,NAN,Aaron Industries Limited,historic_data_archive7
RGL,RGL,Renaissance Global Limited,historic_data_archive7
RKDL,RKDL,Ravi Kumar Distilleries Limited,historic_data_archive7
NAVA,NAVA,NAVA LIMITED,historic_data_archive7
ORISSAMINE,ORISSAMINE,The Orissa Minerals Development Company Limited,historic_data_archive7
ICRA,ICRA,ICRA Limited,historic_data_archive7
KARMAENG,KARMAENG,Karma Energy Limited,historic_data_archive7
ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,historic_data_archive7
DELPHIFX,DELPHIFX,DELPHI WORLD MONEY LIMITED,historic_data_archive7
PRICOLLTD,PRICOLLTD,Pricol Limited,historic_data_archive7
GENESYS,GENESYS,Genesys International Corporation Limited,historic_data_archive7
BRNL,BRNL,Bharat Road Network Limited,historic_data_archive7
SOFTTECH,SOFTTECH,Softtech Engineers Limited,historic_data_archive7
KILITCH,KILITCH,Kilitch Drugs (India) Limited,historic_data_archive7
ORICONENT,ORICONENT,Oricon Enterprises Limited,historic_data_archive7
ARCHIES,ARCHIES,Archies Limited,historic_data_archive7
KHAITANLTD,KHAITANLTD,Khaitan (India) Limited,historic_data_archive7
ACE,ACE,Action Construction Equipment Limited,historic_data_archive7
DIGJAMLMTD,DIGJAMLMTD,Digjam Limited,historic_data_archive7
KIRLOSBROS,KIRLOSBROS,Kirloskar Brothers Limited,historic_data_archive7
NCLIND,NCLIND,NCL Industries Limited,historic_data_archive7
ANGELONE,ANGELONE,Angel One Limited,historic_data_archive7
SAKAR,NAN,Sakar Healthcare Limited,historic_data_archive7
STARPAPER,STARPAPER,Star Paper Mills Limited,historic_data_archive7
NTPC,NTPC,NTPC Limited,historic_data_archive7
FINKURVE,FINKURVE,Finkurve Financial Services Limited,historic_data_archive7
SNOWMAN,SNOWMAN,Snowman Logistics Limited,historic_data_archive7
SAMPANN,SAMPANN,Sampann Utpadan India Limited,historic_data_archive7
UTKARSHBNK,UTKARSHBNK,Utkarsh Small Finance Bank Limited,historic_data_archive7
CDSL,NAN,Central Depository Services (India) Limited,historic_data_archive7
ADROITINFO,ADROITINFO,Adroit Infotech Limited,historic_data_archive7
MODISONLTD,MODISONLTD,MODISON LIMITED,historic_data_archive7
FIEMIND,FIEMIND,Fiem Industries Limited,historic_data_archive7
AKASH,NAN,Akash Infra-Projects Limited,historic_data_archive7
ECLERX,ECLERX,eClerx Services Limited,historic_data_archive7
ARTNIRMAN,NAN,Art Nirman Limited,historic_data_archive7
CERA,CERA,Cera Sanitaryware Limited,historic_data_archive7
NRAIL,NRAIL,N R Agarwal Industries Limited,historic_data_archive7
AGROPHOS,NAN,Agro Phos India Limited,historic_data_archive7
LAL,LAL,Lorenzini Apparels Limited,historic_data_archive7
CREDITACC,CREDITACC,CREDITACCESS GRAMEEN LIMITED,historic_data_archive7
DUCON,DUCON,Ducon Infratechnologies Limited,historic_data_archive7
GUFICBIO,GUFICBIO,Gufic Biosciences Limited,historic_data_archive7
JINDRILL,JINDRILL,Jindal Drilling And Industries Limited,historic_data_archive7
ADANIPORTS,ADANIPORTS,Adani Ports and Special Economic Zone Limited,historic_data_archive7
RHIM,RHIM,RHI MAGNESITA INDIA LIMITED,historic_data_archive7
KHAICHEM,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,historic_data_archive7
MCX,MCX,Multi Commodity Exchange of India Limited,historic_data_archive7
NEXTMEDIA,NEXTMEDIA,Next Mediaworks Limited,historic_data_archive7
TARAPUR,TARAPUR,Tarapur Transformers Limited,historic_data_archive7
3IINFOLTD,3IINFOLTD,3i Infotech Limited,historic_data_archive7
SIMBHALS,SIMBHALS,Simbhaoli Sugars Limited,historic_data_archive7
SUMIT,NAN,Sumit Woods Limited,historic_data_archive7
JINDALSTEL,JINDALSTEL,JINDAL STEEL LIMITED,historic_data_archive7
ORTINGLOBE,ORTINGLOBE,ORTIN GLOBAL LIMITED,historic_data_archive7
ORIENTHOT,ORIENTHOT,Oriental Hotels Limited,historic_data_archive7
MARKSANS,MARKSANS,Marksans Pharma Limited,historic_data_archive7
RELCHEMQ,RELCHEMQ,Reliance Chemotex Industries Limited,historic_data_archive7
HEXATRADEX,HEXATRADEX,Hexa Tradex Limited,historic_data_archive7
AARNAV,AARNAV,Aarnav Fashions Limited,historic_data_archive7
PIXTRANS,PIXTRANS,Pix Transmissions Limited,historic_data_archive7
POWERGRID,POWERGRID,Power Grid Corporation of India Limited,historic_data_archive7
MSPL,MSPL,MSP Steel & Power Limited,historic_data_archive7
CARERATING,CARERATING,CARE Ratings Limited,historic_data_archive7
EMMBI,EMMBI,Emmbi Industries Limited,historic_data_archive7
DIVGIITTS,DIVGIITTS,Divgi Torqtransfer Systems Limited,historic_data_archive7
SANGINITA,NAN,Sanginita Chemicals Limited,historic_data_archive7
SUBEXLTD,SUBEXLTD,Subex Limited,historic_data_archive7
AARVI,NAN,Aarvi Encon Limited,historic_data_archive7
NDGL,NAN,Naga Dhunseri Group Limited,historic_data_archive7
HDBFS,HDBFS,HDB Financial Services Limited,historic_data_archive7
COSMOFIRST,COSMOFIRST,COSMO FIRST LIMITED,historic_data_archive7
TRANSWORLD,TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,historic_data_archive7
AEPL,AEPL,Artemis Electricals and Projects Limited,historic_data_archive7
AHLUCONT,AHLUCONT,Ahluwalia Contracts (India) Limited,historic_data_archive7
JIOFIN,JIOFIN,Jio Financial Services Limited,historic_data_archive7
ETERNAL,ETERNAL,ETERNAL LIMITED,historic_data_archive7
MASTEK,MASTEK,Mastek Limited,historic_data_archive7
HEADSUP,HEADSUP,Heads UP Ventures Limited,historic_data_archive7
KOKUYOCMLN,KOKUYOCMLN,Kokuyo Camlin Limited,historic_data_archive7
INDOAMIN,INDOAMIN,Indo Amines Limited,historic_data_archive7
TBZ,TBZ,Tribhovandas Bhimji Zaveri Limited,historic_data_archive7
RPPL,NAN,Rajshree Polypack Limited,historic_data_archive7
ASHOKAMET,ASHOKAMET,Ashoka Metcast Limited,historic_data_archive7
PAGEIND,PAGEIND,Page Industries Limited,historic_data_archive7
ZODIAC,ZODIAC,Zodiac Energy Limited,historic_data_archive7
TARIL,TARIL,Transformers And Rectifiers (India) Limited,historic_data_archive7
VSTTILLERS,VSTTILLERS,V.S.T Tillers Tractors Limited,historic_data_archive7
SADBHIN,SADBHIN,Sadbhav Infrastructure Project Limited,historic_data_archive7
ICICIGI,ICICIGI,ICICI Lombard General Insurance Company Limited,historic_data_archive7
MAHLOG,MAHLOG,Mahindra Logistics Limited,historic_data_archive7
AARTIDRUGS,AARTIDRUGS,Aarti Drugs Limited,historic_data_archive7
ZYDUSWELL,ZYDUSWELL,Zydus Wellness Limited,historic_data_archive7
AARTIIND,AARTIIND,Aarti Industries Limited,historic_data_archive7
MIRZAINT,MIRZAINT,Mirza International Limited,historic_data_archive7
FISCHER,FISCHER,Fischer Medical Ventures Limited,historic_data_archive7
PVSL,PVSL,Popular Vehicles and Services Limited,historic_data_archive7
ALKALI,ALKALI,Alkali Metals Limited,historic_data_archive7
M&MFIN,M&MFIN,Mahindra & Mahindra Financial Services Limited,historic_data_archive7
MOTHERSON,MOTHERSON,Samvardhana Motherson International Limited,historic_data_archive7
GMRAIRPORT,GMRAIRPORT,GMR AIRPORTS LIMITED,historic_data_archive7
MEP,MEP,MEP Infrastructure Developers Limited,historic_data_archive7
EXICOM,EXICOM,Exicom Tele-Systems Limited,historic_data_archive7
RRKABEL,RRKABEL,R R Kabel Limited,historic_data_archive7
ESTER,ESTER,Ester Industries Limited,historic_data_archive7
EMAMIREAL,EMAMIREAL,Emami Realty Limited,historic_data_archive7
JMFINANCIL,JMFINANCIL,JM Financial Limited,historic_data_archive7
INTENTECH,INTENTECH,Intense Technologies Limited,historic_data_archive7
NOIDATOLL,NOIDATOLL,Noida Toll Bridge Company Limited,historic_data_archive7
VENTIVE,VENTIVE,Ventive Hospitality Limited,historic_data_archive7
BOSCH-HCIL,BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,historic_data_archive7
HESTERBIO,HESTERBIO,Hester Biosciences Limited,historic_data_archive7
SANCO,NAN,Sanco Industries Limited,historic_data_archive7
SERVOTECH,NAN,Servotech Renewable Power System Limited,historic_data_archive7
CHEMFAB,CHEMFAB,Chemfab Alkalis Limited,historic_data_archive7
WINSOME,WINSOME,Winsome Yarns Limited,historic_data_archive7
ARFIN,ARFIN,Arfin India Limited,historic_data_archive7
MANOMAY,MANOMAY,Manomay Tex India Limited,historic_data_archive7
JAYAGROGN,JAYAGROGN,Jayant Agro Organics Limited,historic_data_archive7
PCJEWELLER,PCJEWELLER,PC Jeweller Limited,historic_data_archive7
JKLAKSHMI,JKLAKSHMI,JK Lakshmi Cement Limited,historic_data_archive7
UTTAMSUGAR,UTTAMSUGAR,Uttam Sugar Mills Limited,historic_data_archive7
RKEC,NAN,RKEC Projects Limited,historic_data_archive7
BALKRISIND,BALKRISIND,Balkrishna Industries Limited,historic_data_archive7
HILTON,HILTON,Hilton Metal Forging Limited,historic_data_archive7
SHIVALIK,SHIVALIK,Shivalik Rasayan Limited,historic_data_archive7
JKPAPER,JKPAPER,JK Paper Limited,historic_data_archive7
KCPSUGIND,KCPSUGIND,KCP Sugar and Industries Corporation Limited,historic_data_archive7
SHILPAMED,SHILPAMED,Shilpa Medicare Limited,historic_data_archive7
BLBLIMITED,BLBLIMITED,BLB Limited,historic_data_archive7
BRIGADE,BRIGADE,Brigade Enterprises Limited,historic_data_archive7
AMBICAAGAR,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,historic_data_archive7
GLOBALVECT,GLOBALVECT,Global Vectra Helicorp Limited,historic_data_archive7
CORDSCABLE,CORDSCABLE,Cords Cable Industries Limited,historic_data_archive7
SIRCA,SIRCA,Sirca Paints India Limited,historic_data_archive7
ACCELYA,ACCELYA,Accelya Solutions India Limited,historic_data_archive7
NEULANDLAB,NEULANDLAB,Neuland Laboratories Limited,historic_data_archive7
BALAJITELE,BALAJITELE,Balaji Telefilms Limited,historic_data_archive7
MODTHREAD,MODTHREAD,Modern Threads (India) Limited,historic_data_archive7
HDFCLIFE,HDFCLIFE,HDFC Life Insurance Company Limited,historic_data_archive7
JINDALPHOT,JINDALPHOT,Jindal Photo Limited,historic_data_archive7
JUBLFOOD,JUBLFOOD,Jubilant Foodworks Limited,historic_data_archive7
TGBHOTELS,TGBHOTELS,TGB Banquets And Hotels Limited,historic_data_archive7
KRITINUT,KRITINUT,Kriti Nutrients Limited,historic_data_archive7
BIRLACABLE,BIRLACABLE,Birla Cable Limited,historic_data_archive7
OMAXE,OMAXE,Omaxe Limited,historic_data_archive7
AIROLAM,NAN,Airo Lam limited,historic_data_archive7
LAXMICOT,NAN,Laxmi Cotspin Limited,historic_data_archive7
LINC,LINC,Linc Limited,historic_data_archive7
SSWL,SSWL,Steel Strips Wheels Limited,historic_data_archive7
BOHRAIND,NAN,Bohra Industries Limited,historic_data_archive7
INDOBORAX,INDOBORAX,Indo Borax & Chemicals Limited,historic_data_archive7
RUCHIRA,RUCHIRA,Ruchira Papers Limited,historic_data_archive7
TFL,TFL,Transwarranty Finance Limited,historic_data_archive7
MEDPLUS,MEDPLUS,Medplus Health Services Limited,historic_data_archive7
GOLDTECH,GOLDTECH,AION-TECH SOLUTIONS LIMITED,historic_data_archive7
